province-name,district-name,subdistrict-name,total,household
พระนครศรีอยุธยา,บางปะอิน,บ้านหว้า,3061,1577
พระนครศรีอยุธยา,บางปะอิน,วัดยม,2961,822
พระนครศรีอยุธยา,บางปะอิน,บางประแดง,2108,660
พระนครศรีอยุธยา,บางปะอิน,สามเรือน,12078,8470
พระนครศรีอยุธยา,บางปะอิน,เกาะเกิด,2115,737
พระนครศรีอยุธยา,บางปะอิน,บ้านพลับ,2303,612
พระนครศรีอยุธยา,บางปะอิน,บ้านแป้ง,2103,795
พระนครศรีอยุธยา,บางปะอิน,คุ้งลาน,3320,1693
พระนครศรีอยุธยา,บางปะอิน,ตลิ่งชัน,2039,1085
พระนครศรีอยุธยา,บางปะอิน,ตลาดเกรียบ,2728,835
พระนครศรีอยุธยา,บางปะอิน,ขนอนหลวง,1741,617
พระนครศรีอยุธยา,บางปะหัน,บางปะหัน,2278,1141
พระนครศรีอยุธยา,บางปะหัน,ขยาย,1746,708
พระนครศรีอยุธยา,บางปะหัน,บางเดื่อ,2822,1073
พระนครศรีอยุธยา,บางปะหัน,เสาธง,2300,827
พระนครศรีอยุธยา,บางปะหัน,ทางกลาง,1890,673
พระนครศรีอยุธยา,บางปะหัน,บางเพลิง,1437,449
พระนครศรีอยุธยา,บางปะหัน,หันสัง,3772,1339
พระนครศรีอยุธยา,บางปะหัน,บางนางร้า,1817,691
พระนครศรีอยุธยา,บางปะหัน,ตานิม,1781,611
พระนครศรีอยุธยา,บางปะหัน,ทับน้ำ,3099,925
พระนครศรีอยุธยา,บางปะหัน,บ้านม้า,1618,507
พระนครศรีอยุธยา,บางปะหัน,บ้านลี่,2156,658
พระนครศรีอยุธยา,บางปะหัน,โพธิ์สามต้น,3342,1200
พระนครศรีอยุธยา,บางปะหัน,พุทเลา,2931,1043
พระนครศรีอยุธยา,บางปะหัน,ตาลเอน,892,334
พระนครศรีอยุธยา,บางปะหัน,บ้านขล้อ,2138,788
พระนครศรีอยุธยา,ผักไห่,ผักไห่,863,409
พระนครศรีอยุธยา,ผักไห่,บ้านแค,3193,1091
พระนครศรีอยุธยา,ผักไห่,ลาดน้ำเค็ม,2154,713
พระนครศรีอยุธยา,ผักไห่,ตาลาน,20,37
พระนครศรีอยุธยา,ผักไห่,ท่าดินแดง,1918,623
พระนครศรีอยุธยา,ผักไห่,ดอนลาน,2090,703
พระนครศรีอยุธยา,ผักไห่,นาคู,2012,717
พระนครศรีอยุธยา,ผักไห่,กุฎี,2203,779
พระนครศรีอยุธยา,ผักไห่,ลำตะเคียน,1179,445
พระนครศรีอยุธยา,ผักไห่,โคกช้าง,1573,544
พระนครศรีอยุธยา,ผักไห่,ลาดชิด,2467,785
พระนครศรีอยุธยา,ผักไห่,หน้าโคก,2129,640
พระนครศรีอยุธยา,ภาชี,ภาชี,33,2
พระนครศรีอยุธยา,ภาชี,โคกม่วง,4617,1528
พระนครศรีอยุธยา,ภาชี,ระโสม,4745,1610
พระนครศรีอยุธยา,ภาชี,หนองน้ำใส,3261,1248
พระนครศรีอยุธยา,ภาชี,ดอนหญ้านาง,2880,1056
พระนครศรีอยุธยา,ภาชี,ไผ่ล้อม,3888,1215
พระนครศรีอยุธยา,ภาชี,กระจิว,3818,1235
พระนครศรีอยุธยา,ภาชี,พระแก้ว,2555,812
พระนครศรีอยุธยา,ลาดบัวหลวง,ลาดบัวหลวง,5028,1672
พระนครศรีอยุธยา,ลาดบัวหลวง,หลักชัย,5516,2154
พระนครศรีอยุธยา,ลาดบัวหลวง,พระยาบันลือ,6398,1995
พระนครศรีอยุธยา,ลาดบัวหลวง,สิงหนาท,3353,1169
พระนครศรีอยุธยา,ลาดบัวหลวง,คู้สลอด,5021,1758
พระนครศรีอยุธยา,ลาดบัวหลวง,คลองพระยาบันลือ,4401,1325
พระนครศรีอยุธยา,วังน้อย,บ่อตาโล่,6047,1942
พระนครศรีอยุธยา,วังน้อย,วังน้อย,5355,2154
พระนครศรีอยุธยา,วังน้อย,ลำไทร,9073,4988
พระนครศรีอยุธยา,วังน้อย,สนับทึบ,3656,1358
พระนครศรีอยุธยา,วังน้อย,พยอม,18086,10528
พระนครศรีอยุธยา,วังน้อย,หันตะเภา,3327,937
พระนครศรีอยุธยา,วังน้อย,วังจุฬา,4278,1807
พระนครศรีอยุธยา,วังน้อย,ข้าวงาม,2519,770
พระนครศรีอยุธยา,วังน้อย,ชะแมบ,5404,3522
พระนครศรีอยุธยา,เสนา,บ้านแพน,3449,1093
พระนครศรีอยุธยา,เสนา,เจ้าเจ็ด,303,85
พระนครศรีอยุธยา,เสนา,สามกอ,0,1
พระนครศรีอยุธยา,เสนา,มารวิชัย,2564,824
พระนครศรีอยุธยา,เสนา,บ้านโพธิ์,3370,1045
พระนครศรีอยุธยา,เสนา,รางจรเข้,2601,837
พระนครศรีอยุธยา,เสนา,บ้านแถว,715,371
พระนครศรีอยุธยา,เสนา,ชายนา,4782,1572
พระนครศรีอยุธยา,เสนา,สามตุ่ม,4597,1507
พระนครศรีอยุธยา,เสนา,ลาดงา,3157,1129
พระนครศรีอยุธยา,เสนา,ดอนทอง,2369,876
พระนครศรีอยุธยา,เสนา,บ้านหลวง,2752,838
พระนครศรีอยุธยา,บางซ้าย,บางซ้าย,2030,732
พระนครศรีอยุธยา,บางซ้าย,แก้วฟ้า,554,270
พระนครศรีอยุธยา,บางซ้าย,เต่าเล่า,732,207
พระนครศรีอยุธยา,บางซ้าย,ปลายกลัด,4384,1330
พระนครศรีอยุธยา,บางซ้าย,เทพมงคล,3739,1308
พระนครศรีอยุธยา,บางซ้าย,วังพัฒนา,2287,749
พระนครศรีอยุธยา,อุทัย,คานหาม,6795,4337
พระนครศรีอยุธยา,อุทัย,บ้านช้าง,2316,858
พระนครศรีอยุธยา,อุทัย,สามบัณฑิต,4360,1438
พระนครศรีอยุธยา,อุทัย,บ้านหีบ,3681,1122
พระนครศรีอยุธยา,อุทัย,หนองไม้ซุง,2993,953
พระนครศรีอยุธยา,อุทัย,อุทัย,6497,4446
พระนครศรีอยุธยา,อุทัย,เสนา,3110,1078
พระนครศรีอยุธยา,อุทัย,หนองน้ำส้ม,2651,976
พระนครศรีอยุธยา,อุทัย,โพสาวหาญ,3824,1244
พระนครศรีอยุธยา,อุทัย,ธนู,5522,4017
พระนครศรีอยุธยา,อุทัย,ข้าวเม่า,5210,2370
พระนครศรีอยุธยา,มหาราช,หัวไผ่,12,2
พระนครศรีอยุธยา,มหาราช,กะทุ่ม,1206,479
พระนครศรีอยุธยา,มหาราช,บางนา,1977,709
พระนครศรีอยุธยา,มหาราช,บ้านนา,3973,1378
พระนครศรีอยุธยา,มหาราช,บ้านขวาง,2005,1075
พระนครศรีอยุธยา,มหาราช,ท่าตอ,2134,845
พระนครศรีอยุธยา,มหาราช,บ้านใหม่,2074,773
พระนครศรีอยุธยา,บ้านแพรก,บ้านแพรก,756,537
พระนครศรีอยุธยา,บ้านแพรก,บ้านใหม่,1578,603
พระนครศรีอยุธยา,บ้านแพรก,สำพะเนียง,1642,668
พระนครศรีอยุธยา,บ้านแพรก,คลองน้อย,1307,461
พระนครศรีอยุธยา,บ้านแพรก,สองห้อง,1474,470
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลเมืองบ้านกรด,บ้านกรด,14339,10473
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลสามเมือง,สามเมือง,7419,3001
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลสามกอ,สามกอ,6863,2988
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลบางนมโค,บางนมโค,7765,4264
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลบางกระสั้น,บางกระสั้น,13535,5980
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลเชียงรากน้อย,เชียงรากน้อย,10275,4630
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลคลองจิก,คลองจิก,9611,5933
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลปราสาททอง,บ้านเลน,5267,3496
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลบ้านแพรก,บ้านแพรก,1232,630
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลบ้านแพรก,สำพะเนียง,695,256
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลโรงช้าง,น้ำเต้า,1274,469
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลโรงช้าง,โรงช้าง,1655,676
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลโรงช้าง,เจ้าปลุก,1525,689
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลโรงช้าง,พิตเพียน,1711,719
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลมหาราช,หัวไผ่,1926,996
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลมหาราช,มหาราช,1266,486
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลอุทัย,อุทัย,7247,4615
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลบางซ้าย,บางซ้าย,1317,625
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลบางซ้าย,แก้วฟ้า,1816,623
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลบางซ้าย,เต่าเล่า,2091,684
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลหัวเวียง,หัวเวียง,3765,1191
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลหัวเวียง,บ้านกระทุ่ม,1956,660
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลเมืองลำตาเสา,ลำตาเสา,18445,8465
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลเมืองลำตาเสา,บ่อตาโล่,237,80
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลเมืองลำตาเสา,ลำไทร,2660,1424
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลเมืองลำตาเสา,ชะแมบ,756,211
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลลาดบัวหลวง,ลาดบัวหลวง,2606,1450
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลภาชี,ภาชี,5231,2612
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลภาชี,ไผ่ล้อม,4,1
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลลาดชะโด,จักราช,1965,720
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลลาดชะโด,หนองน้ำใหญ่,5366,2107
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลเมืองผักไห่,ผักไห่,2573,1681
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลเมืองผักไห่,อมฤต,1870,761
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลเมืองผักไห่,ตาลาน,1640,783
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลเมืองผักไห่,ลาดชิด,966,381
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลเมืองผักไห่,หน้าโคก,61,23
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลเมืองผักไห่,บ้านใหญ่,2055,806
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลพระอินทราชา,เชียงรากน้อย,9486,6867
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลบ้านสร้าง,บ้านสร้าง,11337,7138
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลบางปะอิน,บ้านเลน,6436,2205
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลบางปะหัน,บางปะหัน,1668,616
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลบางปะหัน,บางนางร้า,603,270
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลบางปะหัน,ขวัญเมือง,2907,1375
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลมหาพราหมณ์,วัดยม,1491,556
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลมหาพราหมณ์,สะพานไทย,2029,968
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลมหาพราหมณ์,มหาพราหมณ์,4829,1862
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลบางบาล,บางบาล,1024,375
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลบางบาล,ไทรน้อย,2362,752
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลบางบาล,บางหลวงโดด,667,271
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลบางบาล,บางหัก,1340,485
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลบางบาล,บางชะนี,1825,555
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลบางบาล,บ้านกุ่ม,3503,1385
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลราชคราม,ราชคราม,2371,670
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลราชคราม,ช้างใหญ่,3712,1208
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลบางไทร,บางไทร,4336,1833
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลบางไทร,บางพลี,2263,816
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลบางไทร,ไม้ตรา,2552,1016
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลบางไทร,บ้านเกาะ,920,304
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลอรัญญิก,ท่าช้าง,4352,1665
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลอรัญญิก,สามไถ,1268,464
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลอรัญญิก,พระนอน,2016,744
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลนครหลวง,นครหลวง,4185,2108
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลนครหลวง,บางระกำ,1650,635
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลนครหลวง,บางพระครู,913,316
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลท่าหลวง,จำปา,5420,2986
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลท่าหลวง,ท่าหลวง,2702,1188
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลเมืองอโยธยา,ไผ่ลิง,13327,5205
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลเมืองอโยธยา,หันตรา,940,260
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลเมืองอโยธยา,คลองสวนพลู,5528,5449
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลเจ้าเจ็ด,เจ้าเจ็ด,4339,1525
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลเจ้าเจ็ด,บ้านแถว,3470,1067
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลเจ้าเจ็ด,เจ้าเสด็จ,2779,717
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลตำบลท่าเรือ,ท่าเรือ,6282,3251
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลเมืองเสนา,เสนา,3490,1496
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลนครพระนครศรีอยุธยา,ประตูชัย,13169,6470
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลนครพระนครศรีอยุธยา,กะมัง,1058,659
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลนครพระนครศรีอยุธยา,หอรัตนไชย,9487,4244
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลนครพระนครศรีอยุธยา,หัวรอ,11426,4387
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลนครพระนครศรีอยุธยา,ท่าวาสุกรี,8165,3234
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลนครพระนครศรีอยุธยา,หันตรา,1190,425
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลนครพระนครศรีอยุธยา,บ้านเกาะ,1095,459
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลนครพระนครศรีอยุธยา,คลองสวนพลู,1119,479
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลนครพระนครศรีอยุธยา,คลองสระบัว,482,131
พระนครศรีอยุธยา,ท้องถิ่นเทศบาลนครพระนครศรีอยุธยา,เกาะเรียน,321,95
อ่างทอง,เมืองอ่างทอง,ศาลาแดง,6527,3165
อ่างทอง,เมืองอ่างทอง,ป่างิ้ว,5668,2632
อ่างทอง,เมืองอ่างทอง,บ้านแห,2903,1034
อ่างทอง,เมืองอ่างทอง,ตลาดกรวด,1971,696
อ่างทอง,เมืองอ่างทอง,มหาดไทย,1567,553
อ่างทอง,เมืองอ่างทอง,บ้านอิฐ,6315,2598
อ่างทอง,เมืองอ่างทอง,หัวไผ่,4489,1376
อ่างทอง,เมืองอ่างทอง,จำปาหล่อ,3594,1293
อ่างทอง,เมืองอ่างทอง,โพสะ,3445,1625
อ่างทอง,เมืองอ่างทอง,บ้านรี,1822,594
อ่างทอง,เมืองอ่างทอง,คลองวัว,2164,823
อ่างทอง,เมืองอ่างทอง,ย่านซื่อ,2919,1190
อ่างทอง,ไชโย,จรเข้ร้อง,6,1
อ่างทอง,ไชโย,ชัยฤทธิ์,2796,965
อ่างทอง,ไชโย,เทวราช,1963,697
อ่างทอง,ไชโย,ราชสถิตย์,2247,829
อ่างทอง,ป่าโมก,สายทอง,3123,1158
อ่างทอง,ป่าโมก,โรงช้าง,3333,1125
อ่างทอง,ป่าโมก,บางเสด็จ,2870,1170
อ่างทอง,ป่าโมก,นรสิงห์,2724,872
อ่างทอง,ป่าโมก,เอกราช,3347,1331
อ่างทอง,ป่าโมก,โผงเผง,3127,1246
อ่างทอง,โพธิ์ทอง,อ่างแก้ว,1592,816
อ่างทอง,โพธิ์ทอง,อินทประมูล,2332,830
อ่างทอง,โพธิ์ทอง,บางพลับ,2754,1089
อ่างทอง,โพธิ์ทอง,หนองแม่ไก่,2929,1058
อ่างทอง,โพธิ์ทอง,รำมะสัก,3898,1333
อ่างทอง,โพธิ์ทอง,บางระกำ,2263,846
อ่างทอง,โพธิ์ทอง,โพธิ์รังนก,1637,596
อ่างทอง,โพธิ์ทอง,องครักษ์,4828,1599
อ่างทอง,โพธิ์ทอง,โคกพุทรา,2641,927
อ่างทอง,โพธิ์ทอง,ยางช้าย,5824,1988
อ่างทอง,โพธิ์ทอง,บ่อแร่,1635,558
อ่างทอง,โพธิ์ทอง,ทางพระ,2615,820
อ่างทอง,โพธิ์ทอง,สามง่าม,1879,563
อ่างทอง,โพธิ์ทอง,บางเจ้าฉ่า,3245,1207
อ่างทอง,โพธิ์ทอง,คำหยาด,3134,1047
อ่างทอง,แสวงหา,แสวงหา,5196,1928
อ่างทอง,แสวงหา,ศรีพราน,2428,865
อ่างทอง,แสวงหา,บ้านพราน,4693,1610
อ่างทอง,แสวงหา,วังน้ำเย็น,6414,2148
อ่างทอง,แสวงหา,สีบัวทอง,6586,2283
อ่างทอง,แสวงหา,ห้วยไผ่,2683,817
อ่างทอง,แสวงหา,จำลอง,2243,728
อ่างทอง,วิเศษชัยชาญ,ไผ่จำศิล,3689,1869
อ่างทอง,วิเศษชัยชาญ,ศาลเจ้าโรงทอง,3096,1507
อ่างทอง,วิเศษชัยชาญ,ไผ่ดำพัฒนา,3199,1002
อ่างทอง,วิเศษชัยชาญ,สาวร้องไห้,4343,1610
อ่างทอง,วิเศษชัยชาญ,ท่าช้าง,3903,1383
อ่างทอง,วิเศษชัยชาญ,ยี่ล้น,4154,1639
อ่างทอง,วิเศษชัยชาญ,บางจัก,1970,718
อ่างทอง,วิเศษชัยชาญ,ห้วยคันแหลน,3230,1118
อ่างทอง,วิเศษชัยชาญ,คลองขนาก,2769,946
อ่างทอง,วิเศษชัยชาญ,ไผ่วง,3037,1090
อ่างทอง,วิเศษชัยชาญ,สี่ร้อย,1043,374
อ่างทอง,วิเศษชัยชาญ,ม่วงเตี้ย,5532,1871
อ่างทอง,วิเศษชัยชาญ,หัวตะพาน,2984,1085
อ่างทอง,วิเศษชัยชาญ,หลักแก้ว,5042,1808
อ่างทอง,วิเศษชัยชาญ,ตลาดใหม่,2051,763
อ่างทอง,สามโก้,สามโก้,13,1
อ่างทอง,สามโก้,อบทม,4029,1308
อ่างทอง,สามโก้,โพธิ์ม่วงพันธ์,4254,1624
อ่างทอง,ท้องถิ่นเทศบาลตำบลสามโก้,สามโก้,4927,1908
อ่างทอง,ท้องถิ่นเทศบาลตำบลสามโก้,ราษฎรพัฒนา,2440,775
อ่างทอง,ท้องถิ่นเทศบาลตำบลสามโก้,มงคลธรรมนิมิต,3096,991
อ่างทอง,ท้องถิ่นเทศบาลตำบลวิเศษไชยชาญ,ไผ่จำศิล,1743,661
อ่างทอง,ท้องถิ่นเทศบาลตำบลวิเศษไชยชาญ,ศาลเจ้าโรงทอง,3963,2389
อ่างทอง,ท้องถิ่นเทศบาลตำบลบางจัก,บางจัก,4135,1557
อ่างทอง,ท้องถิ่นเทศบาลตำบลบางจัก,คลองขนาก,1004,450
อ่างทอง,ท้องถิ่นเทศบาลตำบลบางจัก,สี่ร้อย,2299,862
อ่างทอง,ท้องถิ่นเทศบาลตำบลแสวงหา,แสวงหา,3139,1286
อ่างทอง,ท้องถิ่นเทศบาลตำบลรำมะสัก,รำมะสัก,4096,1520
อ่างทอง,ท้องถิ่นเทศบาลตำบลโพธิ์ทอง,อ่างแก้ว,1900,977
อ่างทอง,ท้องถิ่นเทศบาลตำบลโพธิ์ทอง,อินทประมูล,1341,459
อ่างทอง,ท้องถิ่นเทศบาลตำบลโพธิ์ทอง,บางพลับ,899,317
อ่างทอง,ท้องถิ่นเทศบาลตำบลไชโย,จรเข้ร้อง,2821,1306
อ่างทอง,ท้องถิ่นเทศบาลตำบลไชโย,ไชยภูมิ,3261,1041
อ่างทอง,ท้องถิ่นเทศบาลตำบลไชโย,ชัยฤทธิ์,354,134
อ่างทอง,ท้องถิ่นเทศบาลตำบลไชโย,หลักฟ้า,1483,516
อ่างทอง,ท้องถิ่นเทศบาลตำบลไชโย,ชะไว,2936,807
อ่างทอง,ท้องถิ่นเทศบาลตำบลไชโย,ตรีณรงค์,1471,485
อ่างทอง,ท้องถิ่นเทศบาลตำบลเกษไชโย,ไชโย,2720,1032
อ่างทอง,ท้องถิ่นเทศบาลตำบลป่าโมก,บางปลากด,2477,1118
อ่างทอง,ท้องถิ่นเทศบาลตำบลป่าโมก,ป่าโมก,6008,2549
อ่างทอง,ท้องถิ่นเทศบาลเมืองอ่างทอง,ตลาดหลวง,4991,2894
อ่างทอง,ท้องถิ่นเทศบาลเมืองอ่างทอง,บางแก้ว,2017,1264
อ่างทอง,ท้องถิ่นเทศบาลเมืองอ่างทอง,ศาลาแดง,1261,747
อ่างทอง,ท้องถิ่นเทศบาลเมืองอ่างทอง,บ้านแห,1409,597
อ่างทอง,ท้องถิ่นเทศบาลเมืองอ่างทอง,บ้านอิฐ,438,285
อ่างทอง,ท้องถิ่นเทศบาลเมืองอ่างทอง,โพสะ,775,500
อ่างทอง,ท้องถิ่นเทศบาลเมืองอ่างทอง,ย่านซื่อ,615,394
ลพบุรี,เมืองลพบุรี,ทะเลชุบศร,12987,6463
ลพบุรี,เมืองลพบุรี,โก่งธนู,4739,1822
ลพบุรี,เมืองลพบุรี,โคกกะเทียม,4504,1857
ลพบุรี,เมืองลพบุรี,โคกลำพาน,3446,1308
ลพบุรี,เมืองลพบุรี,งิ้วราย,5405,2072
ลพบุรี,เมืองลพบุรี,ดอนโพธิ์,3713,1170
ลพบุรี,เมืองลพบุรี,ตะลุง,4707,1838
ลพบุรี,เมืองลพบุรี,ท่าแค,13880,6246
ลพบุรี,เมืองลพบุรี,บางขันหมาก,8003,2801
ลพบุรี,เมืองลพบุรี,บ้านข่อย,2926,1033
ลพบุรี,เมืองลพบุรี,ท้ายตลาด,2948,1155
ลพบุรี,เมืองลพบุรี,ป่าตาล,12863,6819
ลพบุรี,เมืองลพบุรี,พรหมมาสตร์,5928,2381
ลพบุรี,เมืองลพบุรี,โพธิ์เก้าต้น,10130,4191
ลพบุรี,เมืองลพบุรี,โพธิ์ตรุ,2680,1028
ลพบุรี,เมืองลพบุรี,สี่คลอง,1046,414
ลพบุรี,พัฒนานิคม,พัฒนานิคม,11081,4967
ลพบุรี,พัฒนานิคม,ช่องสาริกา,10341,6170
ลพบุรี,พัฒนานิคม,มะนาวหวาน,4487,1838
ลพบุรี,พัฒนานิคม,โคกสลุง,11283,4137
ลพบุรี,พัฒนานิคม,ชอนน้อย,2569,1084
ลพบุรี,พัฒนานิคม,หนองบัว,3743,1647
ลพบุรี,พัฒนานิคม,ห้วยขุนราม,7187,2788
ลพบุรี,พัฒนานิคม,น้ำสุด,4350,1858
ลพบุรี,โคกสำโรง,โคกสำโรง,11827,5446
ลพบุรี,โคกสำโรง,เกาะแก้ว,3521,1324
ลพบุรี,โคกสำโรง,ถลุงเหล็ก,3322,1068
ลพบุรี,โคกสำโรง,หลุมข้าว,3139,1211
ลพบุรี,โคกสำโรง,ห้วยโป่ง,9752,3928
ลพบุรี,โคกสำโรง,คลองเกตุ,6485,2350
ลพบุรี,โคกสำโรง,สะแกราบ,6564,2330
ลพบุรี,โคกสำโรง,เพนียด,6817,2681
ลพบุรี,โคกสำโรง,วังเพลิง,7453,2814
ลพบุรี,โคกสำโรง,ดงมะรุม,5611,1998
ลพบุรี,โคกสำโรง,วังขอนขว้าง,3676,1631
ลพบุรี,โคกสำโรง,วังจั่น,2866,1104
ลพบุรี,โคกสำโรง,หนองแขม,4400,1763
ลพบุรี,ชัยบาดาล,ลำนารายณ์,2361,828
ลพบุรี,ชัยบาดาล,ชัยนารายณ์,3073,1354
ลพบุรี,ชัยบาดาล,ศิลาทิพย์,5570,2157
ลพบุรี,ชัยบาดาล,ห้วยหิน,2702,1148
ลพบุรี,ชัยบาดาล,ม่วงค่อม,6215,2613
ลพบุรี,ชัยบาดาล,บัวชุม,8049,3237
ลพบุรี,ชัยบาดาล,ท่าดินดำ,4554,1976
ลพบุรี,ชัยบาดาล,มะกอกหวาน,1466,513
ลพบุรี,ชัยบาดาล,ซับตะเคียน,4912,1839
ลพบุรี,ชัยบาดาล,นาโสม,2564,1106
ลพบุรี,ชัยบาดาล,หนองยายโต๊ะ,3978,1434
ลพบุรี,ชัยบาดาล,เกาะรัง,6590,2138
ลพบุรี,ชัยบาดาล,ท่ามะนาว,3415,1550
ลพบุรี,ชัยบาดาล,นิคมลำนารายณ์,4587,1728
ลพบุรี,ชัยบาดาล,ชัยบาดาล,6468,2557
ลพบุรี,ชัยบาดาล,บ้านใหม่สามัคคี,3069,1065
ลพบุรี,ชัยบาดาล,เขาแหลม,3537,1749
ลพบุรี,ท่าวุ้ง,ท่าวุ้ง,2786,924
ลพบุรี,ท่าวุ้ง,บางคู้,4695,1847
ลพบุรี,ท่าวุ้ง,โพตลาดแก้ว,4823,1661
ลพบุรี,ท่าวุ้ง,บางลี่,4906,1468
ลพบุรี,ท่าวุ้ง,บางงา,4423,1646
ลพบุรี,ท่าวุ้ง,โคกสลุด,1849,599
ลพบุรี,ท่าวุ้ง,เขาสมอคอน,4163,1355
ลพบุรี,ท่าวุ้ง,หัวสำโรง,6561,1968
ลพบุรี,ท่าวุ้ง,ลาดสาลี่,1523,468
ลพบุรี,ท่าวุ้ง,บ้านเบิก,5340,1843
ลพบุรี,ท่าวุ้ง,มุจลินท์,2243,690
ลพบุรี,บ้านหมี่,ไผ่ใหญ่,2490,838
ลพบุรี,บ้านหมี่,บ้านทราย,3052,974
ลพบุรี,บ้านหมี่,บ้านกล้วย,2262,1071
ลพบุรี,บ้านหมี่,ดงพลับ,1639,593
